iso_code,continent,location,month_year,population,monthly_vaccinations_count,cumulative_vaccinations_count
BRA,South America,Brazil,January 2021,212559409,11584885,2916215003
BRA,South America,Brazil,July 2020,212559409,6805846,2923020849
BRA,South America,Brazil,July 2021,212559409,3772772480,6695793329
BRA,South America,Brazil,June 2020,212559409,7678054,6703471383
BRA,South America,Brazil,June 2021,212559409,2480561629,9184033012
BRA,South America,Brazil,March 2020,212559409,11318418,9195351430
BRA,South America,Brazil,March 2021,212559409,402397212,9597748642
BRA,South America,Brazil,May 2020,212559409,9062131,9606810773
BRA,South America,Brazil,May 2021,212559409,1681784168,11288594941
BRA,South America,Brazil,November 2020,212559409,2201400,11290796341
BRA,South America,Brazil,October 2020,212559409,3402923,11294199264
BRA,South America,Brazil,September 2020,212559409,4384902,11298584166
BRB,North America,Barbados,April 2020,287371,550961865,550961865
BRB,North America,Barbados,April 2021,287371,2055074,553016939
BRB,North America,Barbados,August 2020,287371,341093091,894110030
BRB,North America,Barbados,August 2021,287371,2154720,896264750
BRB,North America,Barbados,December 2020,287371,113790490,1010055240
BRB,North America,Barbados,February 2021,287371,6657039,1016712279
BRB,North America,Barbados,January 2021,287371,56033272,1072745551
BRB,North America,Barbados,July 2020,287371,398850311,1471595862
BRB,North America,Barbados,July 2021,287371,5294078,1476889940
BRB,North America,Barbados,June 2020,287371,440976735,1917866675
BRB,North America,Barbados,June 2021,287371,4608043,1922474718
BRB,North America,Barbados,March 2020,287371,295765077,2218239795
BRB,North America,Barbados,March 2021,287371,1714758,2219954553
BRB,North America,Barbados,May 2020,287371,512501611,2732456164
BRB,North America,Barbados,May 2021,287371,3693452,2736149616
BRB,North America,Barbados,November 2020,287371,165112395,2901262011
BRB,North America,Barbados,October 2020,287371,227441790,3128703801
BRB,North America,Barbados,September 2020,287371,275097525,3403801326
BRN,Asia,Brunei,April 2020,437483,778086,778086
BRN,Asia,Brunei,April 2021,437483,227668,1005754
BRN,Asia,Brunei,August 2020,437483,523814,1529568
BRN,Asia,Brunei,August 2021,437483,2222380,3751948
BRN,Asia,Brunei,December 2020,437483,244752,3996700
BRN,Asia,Brunei,February 2021,437483,96071,4092771
BRN,Asia,Brunei,January 2021,437483,173843,4266614
BRN,Asia,Brunei,July 2020,437483,594725,4861339
BRN,Asia,Brunei,July 2021,437483,3900394,8761733
BRN,Asia,Brunei,June 2020,437483,643055,9404788
BRN,Asia,Brunei,June 2021,437483,1984856,11389644
BRN,Asia,Brunei,March 2020,437483,641505,12031149
BRN,Asia,Brunei,March 2021,437483,38886,12070035
BRN,Asia,Brunei,May 2020,437483,734256,12804291
BRN,Asia,Brunei,May 2021,437483,950580,13754871
BRN,Asia,Brunei,November 2020,437483,304373,14059244
BRN,Asia,Brunei,October 2020,437483,384283,14443527
BRN,Asia,Brunei,September 2020,437483,439403,14882930
BTN,Asia,Bhutan,April 2020,771612,2221650,2221650
BTN,Asia,Bhutan,April 2021,771612,14216934,16438584
BTN,Asia,Bhutan,August 2020,771612,1479379,17917963
BTN,Asia,Bhutan,August 2021,771612,12095844,30013807
BTN,Asia,Bhutan,December 2020,771612,666388,30680195
BTN,Asia,Bhutan,February 2021,771612,237750,30917945
BTN,Asia,Bhutan,January 2021,771612,459807,31377752
BTN,Asia,Bhutan,July 2020,771612,1685959,33063711
BTN,Asia,Bhutan,July 2021,771612,19719949,52783660
BTN,Asia,Bhutan,June 2020,771612,1828266,54611926
BTN,Asia,Bhutan,June 2021,771612,14531821,69143747
BTN,Asia,Bhutan,March 2020,771612,2081924,71225671
BTN,Asia,Bhutan,March 2021,771612,1349468,72575139
BTN,Asia,Bhutan,May 2020,771612,2092457,74667596
BTN,Asia,Bhutan,May 2021,771612,14940897,89608493
BTN,Asia,Bhutan,November 2020,771612,841584,90450077
BTN,Asia,Bhutan,October 2020,771612,1072885,91522962
BTN,Asia,Bhutan,September 2020,771612,1234968,92757930
BWA,Africa,Botswana,April 2020,2351625,24632538,24632538
BWA,Africa,Botswana,April 2021,2351625,972914,25605452
BWA,Africa,Botswana,August 2020,2351625,16376274,41981726
BWA,Africa,Botswana,August 2021,2351625,4558342,46540068
BWA,Africa,Botswana,December 2020,2351625,7335979,53876047
BWA,Africa,Botswana,February 2021,2351625,2576795,56452842
BWA,Africa,Botswana,January 2021,2351625,5038853,61491695
BWA,Africa,Botswana,July 2020,2351625,18673399,80165094
BWA,Africa,Botswana,July 2021,2351625,9582849,89747943
BWA,Africa,Botswana,June 2020,2351625,20258200,110006143
BWA,Africa,Botswana,June 2021,2351625,5774823,115780966
BWA,Africa,Botswana,March 2020,2351625,1718660,117499626
BWA,Africa,Botswana,March 2021,2351625,751084,118250710
BWA,Africa,Botswana,May 2020,2351625,23193547,141444257
BWA,Africa,Botswana,May 2021,2351625,2852702,144296959
BWA,Africa,Botswana,November 2020,2351625,9286502,153583461
BWA,Africa,Botswana,October 2020,2351625,11856127,165439588
BWA,Africa,Botswana,September 2020,2351625,13660839,179100427
CAF,Africa,Central African Republic,April 2020,4829764,2749254,2749254
CAF,Africa,Central African Republic,April 2021,4829764,204748,2954002
CAF,Africa,Central African Republic,August 2020,4829764,1958452,4912454
CAF,Africa,Central African Republic,August 2021,4829764,1135905,6048359
CAF,Africa,Central African Republic,December 2020,4829764,1079610,7127969
CAF,Africa,Central African Republic,February 2021,4829764,581488,7709457
CAF,Africa,Central African Republic,January 2021,4829764,856298,8565755
CAF,Africa,Central African Republic,July 2020,4829764,2181764,10747519
CAF,Africa,Central African Republic,July 2021,4829764,2753415,13500934
CAF,Africa,Central African Republic,June 2020,4829764,2324008,15824942
CAF,Africa,Central African Republic,June 2021,4829764,1447029,17271971
CAF,Africa,Central African Republic,March 2020,4829764,1650745,18922716
CAF,Africa,Central African Republic,March 2021,4829764,431284,19354000
CAF,Africa,Central African Republic,May 2020,4829764,2621186,21975186
CAF,Africa,Central African Republic,May 2021,4829764,213423,22188609
CAF,Africa,Central African Republic,November 2020,4829764,1257407,23446016
CAF,Africa,Central African Republic,October 2020,4829764,1519031,24965047
CAF,Africa,Central African Republic,September 2020,4829764,1682653,26647700
CAN,North America,Canada,April 2020,37742157,8193423,8193423
CAN,North America,Canada,April 2021,37742157,282160864,290354287
CAN,North America,Canada,August 2020,37742157,4189705,294543992
CAN,North America,Canada,August 2021,37742157,603566383,898110375
CAN,North America,Canada,December 2020,37742157,734997,898845372
CAN,North America,Canada,February 2020,37742157,9896270,908741642
CAN,North America,Canada,February 2021,37742157,37150769,945892411
CAN,North America,Canada,January 2020,37742157,2165757,948058168
CAN,North America,Canada,January 2021,37742157,16606869,964665037
CAN,North America,Canada,July 2020,37742157,5272005,969937042
CAN,North America,Canada,July 2021,37742157,1371053547,2340990589
CAN,North America,Canada,June 2020,37742157,6132437,2347123026
CAN,North America,Canada,June 2021,37742157,910357345,3257480371
CAN,North America,Canada,March 2020,37742157,9531382,3267011753
CAN,North America,Canada,March 2021,37742157,107937840,3374949593
CAN,North America,Canada,May 2020,37742157,7401694,3382351287
CAN,North America,Canada,May 2021,37742157,573338095,3955689382
CAN,North America,Canada,November 2020,37742157,963070,3956652452
CAN,North America,Canada,October 2020,37742157,2060018,3958712470
CAN,North America,Canada,September 2020,37742157,3024060,3961736530
CHE,Europe,Switzerland,April 2020,8654618,281765979,281765979
CHE,Europe,Switzerland,April 2021,8654618,62664103,344430082
CHE,Europe,Switzerland,August 2020,8654618,148775467,493205549
CHE,Europe,Switzerland,August 2021,8654618,109236186,602441735
CHE,Europe,Switzerland,December 2020,8654618,8684830,611126565
CHE,Europe,Switzerland,February 2020,8654618,56053243,667179808
CHE,Europe,Switzerland,February 2021,8654618,15818438,682998246
CHE,Europe,Switzerland,January 2021,8654618,3806354,686804600
CHE,Europe,Switzerland,July 2020,8654618,184807008,871611608
CHE,Europe,Switzerland,July 2021,8654618,260136265,1131747873
CHE,Europe,Switzerland,June 2020,8654618,213152319,1344900192
CHE,Europe,Switzerland,June 2021,8654618,191894337,1536794529
CHE,Europe,Switzerland,March 2020,8654618,326608566,1863403095
CHE,Europe,Switzerland,March 2021,8654618,36470688,1899873783
CHE,Europe,Switzerland,May 2020,8654618,255707786,2155581569
CHE,Europe,Switzerland,May 2021,8654618,120136015,2275717584
CHE,Europe,Switzerland,November 2020,8654618,41055771,2316773355
CHE,Europe,Switzerland,October 2020,8654618,77874686,2394648041
CHE,Europe,Switzerland,September 2020,8654618,109669431,2504317472
CHL,South America,Chile,April 2020,19116209,1008465,1008465
CHL,South America,Chile,April 2021,19116209,385686692,386695157
CHL,South America,Chile,August 2020,19116209,542833,387237990
CHL,South America,Chile,August 2021,19116209,315291375,702529365
CHL,South America,Chile,December 2020,19116209,103184,702632549
CHL,South America,Chile,February 2020,19116209,280863,702913412
CHL,South America,Chile,February 2021,19116209,54880309,757793721
CHL,South America,Chile,January 2021,19116209,1097548,758891269
CHL,South America,Chile,July 2020,19116209,669173,759560442
CHL,South America,Chile,July 2021,19116209,767211749,1526772191
CHL,South America,Chile,June 2020,19116209,767880,1527540071
CHL,South America,Chile,June 2021,19116209,630700344,2158240415
CHL,South America,Chile,March 2020,19116209,1166383,2159406798
CHL,South America,Chile,March 2021,19116209,223528139,2382934937
CHL,South America,Chile,May 2020,19116209,917778,2383852715
CHL,South America,Chile,May 2021,19116209,520007102,2903859817
CHL,South America,Chile,November 2020,19116209,164444,2904024261
CHL,South America,Chile,October 2020,19116209,294229,2904318490
CHL,South America,Chile,September 2020,19116209,405030,2904723520
CHN,Asia,China,April 2020,1439323774,600349543,600349543
CHN,Asia,China,April 2021,1439323774,5601118000,6201467543
CHN,Asia,China,August 2020,1439323774,331663057,6533130600
CHN,Asia,China,August 2021,1439323774,21088515000,27621645600
CHN,Asia,China,December 2020,1439323774,79982437,27701628037
CHN,Asia,China,February 2020,1439323774,713720611,28415348648
CHN,Asia,China,February 2021,1439323774,1196100000,29611448648
CHN,Asia,China,January 2020,1439323774,260935082,29872383730
CHN,Asia,China,January 2021,1439323774,421718500,30294102230
CHN,Asia,China,July 2020,1439323774,404721362,30698823592
CHN,Asia,China,July 2021,1439323774,44812470000,75511293592
CHN,Asia,China,June 2020,1439323774,461227070,75972520662
CHN,Asia,China,June 2021,1439323774,28583536000,104556056662
CHN,Asia,China,March 2020,1439323774,692241137,105248297799
CHN,Asia,China,March 2021,1439323774,2323718700,107572016499
CHN,Asia,China,May 2020,1439323774,548481249,108120497748
CHN,Asia,China,May 2021,1439323774,13240142000,121360639748
CHN,Asia,China,November 2020,1439323774,112280540,121472920288
CHN,Asia,China,October 2020,1439323774,187903168,121660823456
CHN,Asia,China,September 2020,1439323774,251403013,121912226469
CIV,Africa,Cote d'Ivoire,April 2020,26378275,97278645,97278645
CIV,Africa,Cote d'Ivoire,April 2021,26378275,2620090,99898735
CIV,Africa,Cote d'Ivoire,August 2020,26378275,61980248,161878983
CIV,Africa,Cote d'Ivoire,August 2021,26378275,13417984,175296967
CIV,Africa,Cote d'Ivoire,December 2020,26378275,23596540,198893507
CIV,Africa,Cote d'Ivoire,February 2021,26378275,4120513,203014020
CIV,Africa,Cote d'Ivoire,January 2021,26378275,13843307,216857327
CIV,Africa,Cote d'Ivoire,July 2020,26378275,71733487,288590814
CIV,Africa,Cote d'Ivoire,July 2021,26378275,27316623,315907437
CIV,Africa,Cote d'Ivoire,June 2020,26378275,78705883,394613320
CIV,Africa,Cote d'Ivoire,June 2021,26378275,20464265,415077585
CIV,Africa,Cote d'Ivoire,March 2020,26378275,73529868,488607453
CIV,Africa,Cote d'Ivoire,March 2021,26378275,537588,489145041
CIV,Africa,Cote d'Ivoire,May 2020,26378275,90925340,580070381
CIV,Africa,Cote d'Ivoire,May 2021,26378275,11037761,591108142
CIV,Africa,Cote d'Ivoire,November 2020,26378275,32121746,623229888
CIV,Africa,Cote d'Ivoire,October 2020,26378275,42788394,666018282
CIV,Africa,Cote d'Ivoire,September 2020,26378275,50694507,716712789
CMR,Africa,Cameroon,April 2020,26545864,419640643,419640643
CMR,Africa,Cameroon,April 2021,26545864,2250264,421890907
CMR,Africa,Cameroon,August 2020,26545864,286279118,708170025
CMR,Africa,Cameroon,August 2021,26545864,4304472,712474497
CMR,Africa,Cameroon,December 2020,26545864,139530999,852005496
CMR,Africa,Cameroon,February 2021,26545864,60297879,912303375
CMR,Africa,Cameroon,January 2021,26545864,102242542,1014545917
CMR,Africa,Cameroon,July 2020,26545864,323567576,1338113493
CMR,Africa,Cameroon,July 2021,26545864,7395008,1345508501
CMR,Africa,Cameroon,June 2020,26545864,348633489,1694141990
CMR,Africa,Cameroon,June 2021,26545864,2774498,1696916488
CMR,Africa,Cameroon,March 2020,26545864,391936213,2088852701
CMR,Africa,Cameroon,March 2021,26545864,31274190,2120126891
CMR,Africa,Cameroon,May 2020,26545864,396941636,2517068527
CMR,Africa,Cameroon,May 2021,26545864,1433226,2518501753
CMR,Africa,Cameroon,November 2020,26545864,170533577,2689035330
CMR,Africa,Cameroon,October 2020,26545864,212905059,2901940389
CMR,Africa,Cameroon,September 2020,26545864,241540732,3143481121
COD,Africa,Democratic Republic of Congo,April 2020,89561404,297212714,297212714
COD,Africa,Democratic Republic of Congo,April 2021,89561404,4145836,301358550
COD,Africa,Democratic Republic of Congo,August 2020,89561404,204746536,506105086
COD,Africa,Democratic Republic of Congo,August 2021,89561404,1031483,507136569
COD,Africa,Democratic Republic of Congo,December 2020,89561404,102791118,609927687
COD,Africa,Democratic Republic of Congo,February 2021,89561404,47176622,657104309
COD,Africa,Democratic Republic of Congo,January 2021,89561404,76884413,733988722
COD,Africa,Democratic Republic of Congo,July 2020,89561404,230653241,964641963
COD,Africa,Democratic Republic of Congo,July 2021,89561404,2334798,966976761
COD,Africa,Democratic Republic of Congo,June 2020,89561404,247879447,1214856208
COD,Africa,Democratic Republic of Congo,June 2021,89561404,1296594,1216152802
COD,Africa,Democratic Republic of Congo,March 2020,89561404,222484948,1438637750
COD,Africa,Democratic Republic of Congo,March 2021,89561404,27578104,1466215854
COD,Africa,Democratic Republic of Congo,May 2020,89561404,281630949,1747846803
COD,Africa,Democratic Republic of Congo,May 2021,89561404,376473,1748223276
COD,Africa,Democratic Republic of Congo,November 2020,89561404,124141910,1872365186
COD,Africa,Democratic Republic of Congo,October 2020,89561404,153768828,2026134014
COD,Africa,Democratic Republic of Congo,September 2020,89561404,173475176,2199609190
COG,Africa,Congo,April 2020,5518092,5200272,5200272
COG,Africa,Congo,April 2021,5518092,584588,5784860
COG,Africa,Congo,August 2020,5518092,3712059,9496919
COG,Africa,Congo,August 2021,5518092,2801775,12298694
COG,Africa,Congo,December 2020,5518092,2057289,14355983
COG,Africa,Congo,February 2021,5518092,1117004,15472987
COG,Africa,Congo,January 2021,5518092,1636812,17109799
COG,Africa,Congo,July 2020,5518092,4132534,21242333
COG,Africa,Congo,July 2021,5518092,5086936,26329269
COG,Africa,Congo,June 2020,5518092,4399575,30728844
COG,Africa,Congo,June 2021,5518092,2207467,32936311
COG,Africa,Congo,March 2020,5518092,3121617,36057928
COG,Africa,Congo,March 2021,5518092,836555,36894483
COG,Africa,Congo,May 2020,5518092,4959921,41854404
COG,Africa,Congo,May 2021,5518092,1202819,43057223
COG,Africa,Congo,November 2020,5518092,2391272,45448495
COG,Africa,Congo,October 2020,5518092,2884674,48333169
COG,Africa,Congo,September 2020,5518092,3191968,51525137
COK,Oceania,Cook Islands,July 2021,17564,396002,396002
COK,Oceania,Cook Islands,June 2021,17564,406911,802913
COK,Oceania,Cook Islands,May 2021,17564,42325,845238
COL,South America,Colombia,April 2020,50882884,48436536593,48436536593
COL,South America,Colombia,April 2021,50882884,106720498,48543257091
COL,South America,Colombia,August 2020,50882884,30112036801,78655293892
COL,South America,Colombia,August 2021,50882884,356429679,79011723571
COL,South America,Colombia,December 2020,50882884,10254369658,89266093229
COL,South America,Colombia,February 2021,50882884,714718393,89980811622
COL,South America,Colombia,January 2021,50882884,5208568987,95189380609
COL,South America,Colombia,July 2020,50882884,35157837459,130347218068
COL,South America,Colombia,July 2021,50882884,709105280,131056323348
COL,South America,Colombia,June 2020,50882884,38827987982,169884311330
COL,South America,Colombia,June 2021,50882884,420098270,170304409600
COL,South America,Colombia,March 2020,50882884,45800748877,216105158477
COL,South America,Colombia,March 2021,50882884,30026037,216135184514
COL,South America,Colombia,May 2020,50882884,45086671033,261221855547
COL,South America,Colombia,May 2021,50882884,230484294,261452339841
COL,South America,Colombia,November 2020,50882884,14727857839,276180197680
COL,South America,Colombia,October 2020,50882884,20183203232,296363400912
COL,South America,Colombia,September 2020,50882884,24336406455,320699807367
COM,Africa,Comoros,April 2020,869595,30625770,30625770
COM,Africa,Comoros,April 2021,869595,18525938,49151708
COM,Africa,Comoros,August 2020,869595,661505383,710657091
COM,Africa,Comoros,August 2021,869595,2107589,712764680
